Hit	ClusterNumber	LargoSecuencia	Porc+AF8-identity+AF8-Target	CompresedAlignment	LabelQuery	LabelTarget
H	14202	207	92.3	207M	denovo22804	denovo2278
H	14490	207	95.7	13MI180MD13M	denovo22807	denovo23038
H	8592	210	95.7	119M3D88M19I	denovo22806	denovo17730
H	24659	207	96.6	207M	denovo22809	denovo32190
H	560	207	90.8	207M	denovo2281	denovo10500
H	23834	207	89.9	207M	denovo22810	denovo31448
H	35467	207	95.2	207M	denovo22817	denovo6862
H	10855	208	100.0	27D181M19I	denovo22814	denovo19768
H	26699	207	96.1	207M	denovo22816	denovo34026
H	33695	207	96.6	207M	denovo22811	denovo5267
H	25721	207	96.6	207M18I	denovo22812	denovo33146
H	34176	207	93.2	207M	denovo22813	denovo570
H	38845	207	94.7	207M	denovo2282	denovo9902
H	27253	207	95.7	207M	denovo22815	denovo34525
H	22063	208	94.2	208M	denovo22818	denovo29855
H	7713	206	96.6	I185MI19M2D	denovo22824	denovo1694
H	1472	208	87.1	195MI13M	denovo22828	denovo11321
H	18493	207	96.1	207M	denovo22821	denovo26641
H	36203	207	96.6	207M	denovo22823	denovo7524
H	19006	219	94.3	57MD19MD131M10D	denovo22822	denovo27102
H	192	207	92.8	207M	denovo22827	denovo1017
H	4442	248	97.6	207M41D	denovo22820	denovo13996
H	5061	205	93.3	47MD24M2I8MI77MI10MD37M	denovo22825	denovo14552
H	12689	207	96.1	207M	denovo2283	denovo21417
H	27941	207	96.1	207M	denovo22826	denovo35144
H	18167	208	87.5	208M	denovo22833	denovo26348
H	10853	227	93.0	71MI155MD	denovo22829	denovo19766
H	14828	207	96.6	45MD14M2D133MD11M17I	denovo22831	denovo23342
H	2527	208	81.2	181MD26M	denovo22837	denovo12271
H	38378	207	95.7	207M	denovo22834	denovo9482
H	25344	231	96.2	159MD9M2D26MD13M20D	denovo22836	denovo32807
H	9272	222	98.0	205M17D	denovo22835	denovo18342
H	31589	207	92.3	207M	denovo22832	denovo38428
H	18280	224	91.8	207M17D	denovo2284	denovo2645
H	22302	208	90.4	33MD174M	denovo22839	denovo30069
H	8669	207	96.6	2D205M20I	denovo22838	denovo1780
H	10977	207	89.9	207M	denovo22841	denovo19878
H	4759	207	95.7	207M	denovo22848	denovo14280
H	22593	206	95.2	155MI51M	denovo22843	denovo30330
H	6662	206	94.2	32MI174M	denovo22842	denovo15994
H	19587	207	92.8	207M	denovo22840	denovo27626
H	25943	207	96.6	207M	denovo22849	denovo33346
H	29749	207	96.7	140I61M146D	denovo22844	denovo36772
H	14988	209	96.7	209M	denovo2285	denovo23487
H	14799	208	87.0	74MD133M	denovo22846	denovo23316
H	4935	206	96.1	12MI194M	denovo22847	denovo14439
H	23101	207	90.8	207M	denovo22845	denovo30789
H	5705	207	95.2	188MI19M	denovo22851	denovo15131
H	6441	208	94.2	70MD137M	denovo22852	denovo15795
H	37524	203	97.0	123MD70M2D7M7I	denovo22857	denovo8713
H	29503	235	93.2	80MD154M	denovo2286	denovo36550
H	11757	207	94.4	50MI18M2D7MI25M2I68MI7MI8MI22M	denovo22853	denovo20579
H	23748	224	96.6	207M17D	denovo22850	denovo31370
H	4511	208	96.2	185MD22M	denovo22855	denovo14057
H	4442	227	97.6	152MD55M19D	denovo22854	denovo13996
H	3064	207	98.1	207M	denovo22856	denovo12755
H	36829	210	94.3	178M2D22M5I5M3D	denovo22860	denovo8088
H	8300	207	96.1	207M	denovo22859	denovo17468
H	35409	208	95.7	140MD67M	denovo22863	denovo681
H	35465	207	95.2	207M	denovo22858	denovo6860
H	3757	208	95.2	181MD26M	denovo22861	denovo13379
H	3453	206	93.2	54MD100MI51M	denovo22862	denovo13104
H	20659	228	95.7	74MI93M2I40M21D	denovo22870	denovo28591
H	22538	207	95.7	207M	denovo22864	denovo30281
H	9725	207	96.1	207M	denovo22865	denovo18750
H	13565	207	95.7	207M	denovo22867	denovo22205
H	7341	207	94.2	207M	denovo22866	denovo16604
H	27105	207	95.2	207M	denovo22868	denovo34392
H	24831	207	92.3	207M	denovo22869	denovo32345
H	26508	207	96.6	207M	denovo2287	denovo33855
H	14914	207	93.2	207M	denovo22871	denovo2342
H	26343	226	92.8	187MD20M18D	denovo22873	denovo33706
H	15464	206	89.9	155MI51M	denovo22874	denovo23915
H	28743	208	96.6	208M	denovo22877	denovo35867
H	25309	227	96.6	158MI48M21D	denovo22872	denovo32776
H	21552	207	94.7	207M	denovo22876	denovo29395
H	15738	208	96.2	131MD76MI	denovo22875	denovo24161
H	22706	207	96.6	207M	denovo22878	denovo30432
H	20892	208	95.2	12MD195M	denovo22879	denovo28800
H	16760	207	96.6	207M	denovo22880	denovo25081
H	34488	207	93.2	207M	denovo2288	denovo5981
H	23403	212	94.3	14M2D106MD37M2D50M	denovo22882	denovo3106
H	36476	212	98.6	195MI13M4D	denovo22884	denovo7770
H	30085	207	94.7	207M	denovo22881	denovo37074
H	14211	207	91.8	207M	denovo22883	denovo22788
H	27483	207	96.6	207M	denovo22886	denovo34732
H	15111	207	94.2	207M	denovo22885	denovo23598
H	18226	231	81.8	24M25D182M	denovo22893	denovo26400
H	27671	185	95.7	185M	denovo22891	denovo34901
H	15991	209	94.3	209M	denovo22888	denovo2439
H	6492	207	94.2	207M	denovo22887	denovo15840
H	18238	207	96.1	207M	denovo2289	denovo26411
H	11707	207	95.7	207M	denovo22894	denovo20533
H	1792	207	95.2	207M	denovo22889	denovo1161
H	11062	219	96.6	110MI9MI12MI9MI63M16D	denovo22896	denovo19954
H	21611	207	92.8	207M	denovo22895	denovo29448
H	5321	207	96.6	207M	denovo22897	denovo14787
H	32573	207	96.1	207M	denovo229	denovo4257
H	4970	207	96.1	207M	denovo22898	denovo14470
H	23473	206	93.7	206M	denovo22899	denovo31122
H	19975	207	96.2	112MI95M	denovo22900	denovo27976
H	20739	225	97.1	36MD7MD162M18D	denovo2290	denovo28663
H	28749	207	95.7	207M	denovo22901	denovo35872
H	13448	209	95.2	105MD78MI25M	denovo22906	denovo2210
H	7467	207	95.7	39M2D166M2I	denovo22902	denovo16718
H	16588	208	91.8	208M	denovo22904	denovo24927
H	20054	207	96.1	207M	denovo22903	denovo28046
H	26756	207	98.1	181MI26M	denovo22905	denovo34078
H	2701	207	95.2	207M	denovo22909	denovo12428
H	38459	207	96.6	207M	denovo22907	denovo9555
H	33207	207	95.7	207M	denovo22910	denovo4828
H	19359	208	95.2	208M	denovo22916	denovo27420
H	3812	207	93.7	207M	denovo2291	denovo13428
H	3045	207	98.1	207M	denovo22908	denovo12738
H	38772	207	96.6	207M	denovo22911	denovo9837
H	27193	213	88.7	213M	denovo22919	denovo34471
H	36725	207	93.7	207M	denovo22912	denovo7995
H	19351	209	94.7	209M	denovo22913	denovo27413
H	345	207	95.7	207M	denovo22915	denovo10307
H	12607	207	95.7	207M	denovo22914	denovo21343
H	5192	208	97.1	195MD12M	denovo22921	denovo14670
H	12756	207	96.6	207M	denovo22917	denovo21478
H	35991	207	94.2	27MI14M2D145M2I7MI8M4D	denovo22920	denovo7333
H	26160	207	96.6	207M	denovo22918	denovo33541
H	19920	227	95.2	207M20D	denovo22922	denovo27926
H	7400	231	96.1	134M2I64MD32M	denovo22923	denovo16658
H	21935	207	96.1	207M	denovo22925	denovo2974
H	24455	207	96.1	207M	denovo22924	denovo32006
H	15165	207	98.1	207M	denovo22931	denovo23646
H	6643	207	97.6	207M	denovo22927	denovo15977
H	11116	207	96.1	207M	denovo22928	denovo20000
H	8712	207	99.5	207M	denovo22929	denovo17839
H	2601	224	93.7	207M17D	denovo22926	denovo12338
H	1946	207	91.3	207M	denovo2293	denovo11749
H	21608	207	97.1	207M	denovo22930	denovo29445
H	18157	207	96.6	207M	denovo22933	denovo26339
H	3476	207	92.3	207M	denovo22932	denovo13125
H	6237	207	90.9	22MD31MI115MI38M	denovo22937	denovo15610
H	11003	207	99.0	195MI12M	denovo22936	denovo19900
H	26032	206	87.9	62MI144M	denovo22934	denovo33426
H	10362	207	96.6	207M	denovo22935	denovo19323
H	4731	208	95.2	208M	denovo22939	denovo14255
H	21301	207	95.2	207M	denovo22940	denovo29169
H	11470	207	94.2	207M	denovo22938	denovo2032
H	11218	207	95.2	207M	denovo22941	denovo20093
H	4162	207	97.1	207M	denovo2294	denovo13743
H	13750	207	96.1	207M	denovo22943	denovo22372
H	21237	207	96.1	207M	denovo22944	denovo29110
H	18309	207	95.7	207M	denovo22942	denovo26476
H	18499	209	96.2	15MD52MD124MD15M20I	denovo22948	denovo26647
H	5434	183	96.7	183M	denovo2295	denovo14889
H	35688	207	95.2	207M	denovo22946	denovo7060
H	10996	207	94.7	207M	denovo22945	denovo19895
H	630	208	94.7	208M	denovo22947	denovo10564
H	27438	207	94.2	207M	denovo22949	denovo34692
H	37707	207	87.4	207M	denovo22951	denovo8879
H	3703	207	98.6	207M	denovo22950	denovo1333
H	9418	208	85.1	208M	denovo22958	denovo18474
H	24544	206	93.3	21MI11MD16MI157M	denovo22952	denovo32087
H	17960	207	95.7	207M	denovo22954	denovo26161
H	4902	207	90.8	207M	denovo22955	denovo14409
H	17138	207	99.5	207M	denovo22953	denovo25421
H	13148	207	95.2	207M	denovo22959	denovo21830
H	26329	207	93.7	I207M	denovo22957	denovo33694
H	30190	207	91.3	207M	denovo22956	denovo37169
H	2378	207	96.6	204M3D	denovo22961	denovo12137
H	35047	230	80.4	25M3D66MD135M	denovo22967	denovo6484
H	11892	226	95.2	207M19D	denovo2296	denovo2070
H	17818	206	85.5	137MI33MD8MD26M	denovo22968	denovo26033
H	34293	207	95.7	207M	denovo22960	denovo5805
H	24367	207	94.7	207M	denovo22963	denovo31928
H	25144	207	93.7	207M	denovo22962	denovo32627
H	12996	207	96.1	207M	denovo22966	denovo21694
H	6551	207	96.1	207M	denovo22965	denovo15894
H	10085	207	90.8	207M	denovo22964	denovo19074
H	9975	207	96.1	207M	denovo22969	denovo18976
H	11156	207	94.2	207M	denovo22972	denovo20037
H	29223	207	96.6	207M	denovo22973	denovo36299
H	20154	207	89.4	207M	denovo22971	denovo28136
H	14647	224	95.7	207M17D	denovo2297	denovo2318
H	2393	207	99.0	207M	denovo22970	denovo12150
H	30351	207	95.2	207M	denovo22974	denovo37313
H	5622	207	98.1	207M	denovo22975	denovo15057
H	32456	220	95.4	219MD	denovo22979	denovo4151
H	25177	207	97.5	159MI29MI10M9D	denovo22984	denovo32657
H	17411	207	93.7	207M19I	denovo22976	denovo25668
H	24498	205	95.1	92MD64MD22MD24M6I	denovo22980	denovo32045
H	38248	207	94.2	207M	denovo2298	denovo9365
H	2087	281	95.4	249MI32M	denovo22989	denovo11876
H	4021	207	98.1	178MD28M	denovo22977	denovo13616
H	16915	207	99.0	207M	denovo22978	denovo25220
H	18262	207	91.3	207M	denovo22982	denovo26433
H	21858	233	95.7	144MD88M	denovo22994	denovo29670
H	35839	220	98.2	206MD13M	denovo22983	denovo7197
H	13737	208	90.4	208M	denovo22985	denovo22360
H	700	207	92.8	207M	denovo22990	denovo10627
H	26617	207	83.1	207M	denovo22991	denovo33953
H	2163	207	99.0	207M	denovo22987	denovo11944
H	21362	227	96.2	75MI132M20D	denovo22986	denovo29223
H	16295	207	93.2	207M	denovo22992	denovo24663
H	24981	205	95.7	51MI143MI11M	denovo22996	denovo32480
H	27331	208	95.7	91MD116M	denovo22995	denovo34596
H	37400	207	96.1	207M	denovo22997	denovo8601
H	21594	207	96.1	207M	denovo22998	denovo29432
H	8311	210	95.2	69M2D139M	denovo23	denovo17478
H	8125	207	96.6	202MI5M	denovo22999	denovo1731
H	7770	207	89.9	207M	denovo230	denovo16991
H	1195	208	85.1	208M	denovo23005	denovo11072
H	12627	207	93.7	207M	denovo2300	denovo21361
H	7829	207	96.6	207M	denovo23001	denovo17043
H	2675	207	96.6	207M17I	denovo23000	denovo12404
H	8754	207	96.1	207M	denovo23002	denovo17877
H	17987	210	95.2	155M2D21MD31M	denovo23003	denovo26186
H	5991	208	96.2	145MI63M	denovo23004	denovo1539
H	33642	208	82.7	183MD24M	denovo23007	denovo5219
H	24085	207	95.2	207M	denovo23006	denovo31674
H	16934	207	95.7	207M	denovo23008	denovo25238
H	24740	207	91.3	207M	denovo23010	denovo32263
H	22220	225	96.1	182MI24M19D	denovo23009	denovo29997
H	19354	207	96.6	207M	denovo23013	denovo27416
H	20340	206	95.7	190MI16M	denovo23012	denovo28303
H	12932	207	95.7	207M	denovo23011	denovo21636
H	22891	246	87.2	212MI13M21D	denovo2301	denovo306
H	22694	205	82.5	17MI188M	denovo23020	denovo30421
H	3765	207	96.1	207M	denovo23014	denovo13386
H	10916	207	95.2	207M	denovo23016	denovo19822
H	13283	207	96.6	207M	denovo23015	denovo21952
H	8939	207	85.5	207M	denovo23018	denovo18042
H	36378	206	92.3	110MI32MD63M	denovo2302	denovo7682
H	30396	207	96.1	207M	denovo23017	denovo37354
H	29339	207	96.1	207M	denovo23019	denovo36402
H	1818	211	96.2	211M	denovo23028	denovo11633
H	29242	226	95.2	134MI51MI22M19D	denovo23021	denovo36315
H	486	207	96.6	24MD43MD90MD30MD7MD8M21I	denovo23022	denovo10434
H	5739	207	92.8	207M	denovo23026	denovo15162
H	12662	208	94.7	208M19I	denovo23025	denovo21393
H	18314	207	95.2	207M	denovo23024	denovo26480
H	24529	208	92.8	208M	denovo23029	denovo32073
H	5675	207	89.9	207M	denovo23027	denovo15104
H	17009	207	95.7	207M	denovo2303	denovo25305
H	14859	207	96.6	207M	denovo23035	denovo23370
H	10220	207	96.6	207M	denovo23030	denovo19196
H	463	226	96.7	75MD42MD91M16D	denovo23032	denovo10413
H	15312	207	91.3	207M	denovo23031	denovo23779
H	28998	207	94.7	207M	denovo23036	denovo36096
H	10514	208	95.7	186M2D20MI	denovo23034	denovo19460
H	31024	207	93.7	207M	denovo23037	denovo3792
H	20322	206	95.6	206M	denovo23039	denovo28288
H	15990	207	96.6	207M	denovo23041	denovo24389
H	21360	207	96.6	207M	denovo23038	denovo29221
H	7589	207	96.6	207M	denovo2304	denovo16828
H	6312	208	84.6	140M2D66M	denovo23048	denovo15679
H	17234	207	96.6	207M	denovo23045	denovo25508
H	18155	207	96.6	207M	denovo23040	denovo26337
H	38438	207	96.6	188MI19M17I	denovo23043	denovo9536
H	37534	207	96.6	207M	denovo23042	denovo8722
H	19805	207	94.7	207M	denovo23044	denovo27822
H	33364	208	94.7	99MI44M2D36MD26M	denovo23051	denovo497
H	18692	207	89.4	207M	denovo23052	denovo26820
H	22769	207	96.6	207M	denovo2305	denovo3049
H	31525	207	94.7	207M	denovo23047	denovo38370
H	1546	208	94.7	134MD73M	denovo23046	denovo11389
H	6964	221	96.1	207M14D	denovo23049	denovo16265
H	28501	220	96.6	87MI10M3I106M17D	denovo23050	denovo35649
H	12516	207	91.3	207M	denovo23053	denovo21261
H	24590	207	95.7	207M19I	denovo23054	denovo32128
H	9843	207	95.2	207M	denovo23055	denovo18857
H	5587	276	96.4	220M56D	denovo23062	denovo15025
H	27361	208	98.1	208M	denovo23058	denovo34622
H	13858	207	94.2	207M	denovo23056	denovo2247
H	13297	208	94.7	37MD170M	denovo23057	denovo21965
H	23071	255	82.7	61M21D14M13D131MD14M	denovo23066	denovo30761
H	17583	207	95.7	207M	denovo23059	denovo25822
H	21010	208	95.7	107MD100M	denovo23060	denovo28907
H	37132	207	93.3	40M3D12M3I152M	denovo2306	denovo8360
H	7370	207	96.6	207M18I	denovo23063	denovo16630
H	38298	207	96.6	207M	denovo23061	denovo941
H	18323	210	97.1	80MD15MD26MD86M	denovo23064	denovo26489
H	16819	207	96.6	207M	denovo23065	denovo25134
H	29097	208	92.8	208M	denovo23068	denovo36185
H	143	207	96.6	207M	denovo23067	denovo10125
H	35787	208	92.8	183MD23MD	denovo23069	denovo715
H	31603	207	95.7	207M	denovo2307	denovo38440
H	19332	207	92.3	207M	denovo23070	denovo27397
H	35162	208	96.6	208M18I	denovo23071	denovo6588
H	29185	231	90.9	230MD	denovo23079	denovo36264
H	11717	210	92.4	55M4D151M	denovo2308	denovo20542
H	15771	207	89.9	207M	denovo23076	denovo24191
H	15019	207	88.5	46MI161M	denovo23072	denovo23514
H	21146	206	88.3	206M	denovo23073	denovo29029
H	1215	207	90.3	207M	denovo23078	denovo11090
H	334	207	96.6	207M	denovo23075	denovo10298
H	24003	206	95.1	206M	denovo23074	denovo3160
H	26452	207	89.9	207M	denovo23077	denovo33804
H	23824	206	82.0	206M	denovo23080	denovo31439
H	26628	209	96.2	24MI145MD39M	denovo23082	denovo33963
H	35968	207	96.6	207M	denovo23081	denovo7312
H	34890	207	96.1	207M	denovo23083	denovo6342
H	23581	207	98.6	207M	denovo23084	denovo3122
H	6032	207	86.5	68MD138M	denovo23087	denovo15426
H	35701	209	95.7	192M2D15M	denovo23086	denovo7072
H	1207	207	91.8	93MD113M	denovo23085	denovo11083
H	19071	207	94.7	207M	denovo23089	denovo27161
H	1557	209	94.7	53MD12MD142M	denovo23088	denovo11399
H	3387	226	95.7	209M17D	denovo23090	denovo13045
H	12455	208	92.3	208M	denovo2309	denovo21206
H	34914	207	94.7	207M	denovo23092	denovo6364
H	13093	207	96.1	207M	denovo23094	denovo21781
H	10007	208	95.7	125MD82M	denovo23093	denovo19003
H	8045	207	96.6	207M	denovo23091	denovo17238
H	1403	207	96.6	207M	denovo23097	denovo1126
H	8732	210	97.2	12MD11MI133M2D9MD41M19I	denovo23095	denovo17857
H	14643	207	96.6	207M	denovo23096	denovo23176
H	26424	207	96.1	207M	denovo23098	denovo3378
H	26545	207	95.2	207M	denovo2310	denovo33889
H	27527	208	94.7	33MD174M	denovo23099	denovo34772
H	6256	207	96.6	207M	denovo231	denovo15628
H	35418	226	95.7	167MI40M19D	denovo23100	denovo6818
H	5409	213	93.9	D17M3D8MD10MD172M	denovo23104	denovo14866
H	21034	207	90.8	207M	denovo23105	denovo28929
H	27974	227	95.7	220M3I7M	denovo23101	denovo35174
H	2760	207	99.0	26MI154MI27M	denovo23102	denovo12481
H	1881	207	93.7	207M	denovo23106	denovo11690
H	9493	207	96.6	207M	denovo23108	denovo18541
H	3556	207	95.7	207M	denovo23107	denovo13198
H	26764	207	95.5	130MI20MI30M2I16M11D	denovo2311	denovo34085
H	19269	207	96.6	207M	denovo23111	denovo2734
H	167	208	96.6	207MD	denovo23109	denovo10147
H	3996	207	94.7	207M	denovo23110	denovo13594
H	34528	209	98.1	209M	denovo23112	denovo6016
H	7099	207	95.7	207M	denovo23115	denovo16387
H	34596	207	92.3	207M	denovo23113	denovo6078
H	1232	237	96.2	186MD50M30I	denovo23121	denovo11105
H	7843	208	96.6	208M	denovo23114	denovo17056
H	18111	207	91.8	207M	denovo23122	denovo26298
H	33010	207	96.1	207M	denovo23116	denovo4650
H	37218	207	92.3	207M	denovo23117	denovo8438
H	33707	208	94.2	112MD95M	denovo23118	denovo5278
H	29889	207	94.7	207M	denovo2312	denovo36899
H	8981	207	94.7	207M	denovo23119	denovo18080
H	25729	207	96.1	207M	denovo23120	denovo33153
H	27270	201	97.5	49MD144MI7MI	denovo23124	denovo34540
H	27844	207	97.6	2D205M2I	denovo23123	denovo35057
H	34678	207	96.1	207M	denovo23127	denovo6151
H	22525	207	96.1	207M	denovo23126	denovo3027
H	32297	209	93.8	76MD23MD108M	denovo23125	denovo4008
H	9941	207	99.0	158MI49M	denovo23128	denovo18945
H	30519	208	95.2	208M	denovo23129	denovo37465
H	20576	207	94.7	207M	denovo2313	denovo28516
H	20141	207	92.3	207M	denovo23130	denovo28124
H	819	205	93.7	58MI147M	denovo23134	denovo10734
H	5454	209	89.0	209M	denovo23136	denovo14906
H	27780	207	94.2	207M	denovo23137	denovo350
H	7170	207	89.9	207M	denovo23133	denovo16450
H	18231	226	94.7	207M19D	denovo23131	denovo26405
H	11552	210	94.8	33M2D147M2D26M	denovo23132	denovo20394
H	4245	207	95.2	207M	denovo23138	denovo13818
H	8290	221	96.1	153MI51M17D	denovo2314	denovo17459
H	28798	207	95.7	207M	denovo23139	denovo35916
H	16807	226	96.1	207M19D	denovo23140	denovo25123
H	28654	207	93.2	207M	denovo23142	denovo35787
H	25363	207	99.5	187MI20M	denovo23141	denovo32824
H	20360	207	96.6	207M	denovo23143	denovo28321
H	138	208	89.4	208M	denovo23144	denovo10120
H	37619	204	94.6	80MD102M6D15M10I	denovo23145	denovo88
H	10677	207	96.6	207M	denovo23149	denovo19607
H	21538	266	95.9	205MD28MD23MI8M	denovo23154	denovo29382
H	23767	207	97.1	207M	denovo23148	denovo31388
H	19812	207	95.7	207M	denovo23147	denovo27829
H	15044	207	96.1	207M	denovo23150	denovo23537
H	5053	207	92.3	207M	denovo23152	denovo14545
H	27538	231	92.1	49MI100MD26MD8M3D11M3D12M17D	denovo23155	denovo34782
H	34197	207	93.7	207M	denovo23151	denovo5719
H	6930	208	96.2	208M	denovo2315	denovo16234
H	21505	206	97.1	155MI51M	denovo23153	denovo29352
H	9937	207	89.9	207M	denovo23156	denovo18941
H	13113	207	95.7	207M	denovo23157	denovo218
H	19427	207	96.1	207M	denovo2316	denovo27482
H	10486	225	93.2	53MI153M19D	denovo23158	denovo19435
H	3630	207	88.4	207M	denovo23161	denovo13264
H	5401	227	91.8	150MD57M19D	denovo23159	denovo14859
H	34454	250	94.8	137M12D92MI9M17I	denovo23168	denovo5950
H	10572	226	96.1	207M19D	denovo23160	denovo19512
H	12105	207	96.6	207M	denovo23165	denovo20892
H	32369	207	96.6	207M	denovo23163	denovo4073
H	12667	224	96.1	207M17D	denovo23162	denovo21398
H	38246	208	87.0	183MD24M17I	denovo23164	denovo9363
H	13936	232	94.7	173MD10M2D21M25D	denovo23166	denovo2254
H	3493	207	95.2	I144MD15MI47M19I	denovo23167	denovo13140
H	24275	207	97.6	207M20I	denovo23169	denovo31845
H	37277	207	96.6	207M	denovo2317	denovo8491
H	36085	217	94.9	205MD11M	denovo23171	denovo7418
H	26161	213	94.4	22MD45MI14MD18MD19MI92M	denovo23172	denovo33542
H	6746	207	94.2	207M	denovo23170	denovo16069
H	12921	207	93.7	207M	denovo23173	denovo21626
H	8786	208	99.0	134MD61MI12M	denovo23174	denovo17905
H	32147	207	94.2	168MI39M	denovo23175	denovo38930
H	270	204	91.8	71M3I15M2I116M2D	denovo23178	denovo1024
H	14554	207	96.6	207M	denovo23176	denovo23096
H	12384	207	96.6	207M	denovo23179	denovo21142
H	17649	207	87.9	207M	denovo23177	denovo25882
H	20726	207	96.6	207M	denovo23180	denovo28651
H	21208	207	90.3	207M	denovo23182	denovo29085
H	37810	207	96.6	207M	denovo2318	denovo8971
H	33328	207	96.6	207M	denovo23181	denovo4937
H	10400	207	91.8	207M	denovo23184	denovo19358
H	6533	207	96.6	207M	denovo23183	denovo15878
H	11003	207	99.0	195MI12M	denovo23185	denovo19900
H	13422	207	96.1	207M	denovo23188	denovo22077
H	10995	229	95.2	162M3D45M19D	denovo23186	denovo19894
H	36093	209	96.7	209M	denovo2319	denovo7425
H	24599	229	90.5	167M2D25M2D15M18D	denovo23189	denovo32136
H	16294	207	97.1	207M	denovo23190	denovo24662
H	28999	207	96.6	207M	denovo23193	denovo36097
H	7511	207	96.6	207M	denovo23191	denovo16758
H	29970	207	95.7	207M	denovo23192	denovo36971
H	13452	207	98.6	207M	denovo23194	denovo22103
H	237	207	99.0	207M	denovo23195	denovo1021
H	17156	208	93.3	168MD39M	denovo23198	denovo25438
H	13083	207	97.1	207M	denovo23196	denovo21772
H	36726	207	94.2	207M20I	denovo23197	denovo7996
H	3755	230	96.2	148MD59M22D	denovo23199	denovo13377
H	837	207	96.1	207M	denovo2320	denovo10750
H	29432	206	95.7	155MI51M	denovo232	denovo36487
H	36411	207	97.1	207M	denovo23201	denovo7711
H	6780	207	96.6	207M	denovo23200	denovo161
H	18742	207	95.2	207M	denovo23203	denovo26866
H	9784	226	93.3	209M17D	denovo23204	denovo18803
H	32889	208	96.2	197MD10M	denovo23206	denovo4541
H	27351	182	84.1	26MD155M19I	denovo23212	denovo34613
H	11751	208	86.6	22MI186M	denovo23213	denovo20573
H	28285	207	96.6	207M	denovo23208	denovo35454
H	25241	208	96.2	208M	denovo23205	denovo32714
H	20977	207	96.6	207M	denovo23211	denovo28878
H	6568	207	93.2	207M	denovo23207	denovo15909
H	5208	207	91.3	207M	denovo2321	denovo14685
H	12435	222	97.6	2I205M17D	denovo23209	denovo21189
H	35014	207	94.7	207M19I	denovo23210	denovo6454
H	7760	207	93.2	207M	denovo23214	denovo16982
H	12188	207	96.6	207M	denovo23218	denovo20967
H	8915	207	92.8	207M	denovo23216	denovo18020
H	21228	207	94.7	207M	denovo23217	denovo29102
